lat,lng,label,source
35.1381204,126.9114119,0,simulation
35.1411735,126.9181615,0,simulation
35.1384912,126.9159415,0,simulation
35.1391193,126.9144057,0,simulation
35.1378065,126.9116063,0,simulation
35.1378327,126.9160467,0,simulation
35.1387487,126.9144334,0,simulation
35.1390928,126.9106213,0,simulation
35.1382627,126.915275,0,simulation
35.138486,126.9154943,0,simulation
35.1404027,126.9174724,0,simulation
35.1382857,126.9156562,0,simulation
35.139456,126.9120428,0,simulation
35.1512943,126.9488838,1,simulation
35.1383922,126.915654,0,simulation
35.1402293,126.9144431,0,simulation
35.140928,126.9141449,0,simulation
35.1402395,126.9140845,0,simulation
35.1382601,126.9166927,0,simulation
35.1408546,126.9175811,0,simulation
35.1388638,126.9141358,0,simulation
35.1380166,126.9159086,0,simulation
35.1383696,126.9158043,0,simulation
35.1384033,126.9160117,0,simulation
35.1380017,126.9118812,0,simulation
35.140666,126.9142461,0,simulation
35.1379659,126.9155527,0,simulation
35.1395638,126.9112488,0,simulation
35.139627,126.9109799,0,simulation
35.1381632,126.9115528,0,simulation
35.1375732,126.915691,0,simulation
35.1393724,126.914675,0,simulation
35.1390633,126.9144313,0,simulation
35.1381753,126.9158156,0,simulation
35.140253,126.9145886,0,simulation
35.1384501,126.9120726,0,synthetic
35.1387063,126.9152203,0,simulation
35.1405965,126.9172277,0,simulation
35.1370126,126.9199313,1,simulation
35.1413936,126.9139746,0,simulation
35.1412807,126.9139914,0,simulation
35.1378267,126.9116694,0,simulation
35.1405394,126.9174316,0,simulation
35.1406711,126.9180528,0,simulation
35.1406725,126.9178606,0,simulation
35.1391046,126.9115834,0,simulation
35.137404,126.9121547,0,simulation
35.1388014,126.9118939,0,simulation
35.1386526,126.914778,0,simulation
35.1377715,126.9123325,0,simulation
35.1383814,126.9156051,0,simulation
35.1388952,126.9117444,0,simulation
35.1384656,126.9161379,0,simulation
35.1378859,126.9161352,0,simulation
35.1416421,126.914505,0,simulation
35.1383077,126.9119181,0,simulation
35.1386816,126.9117758,0,simulation
35.1408383,126.9148422,0,simulation
35.1412575,126.9138904,0,simulation
35.1403865,126.9139173,0,simulation
35.1384051,126.9156476,0,simulation
35.1425418,126.9120726,0,synthetic
35.1403499,126.9166999,0,simulation
35.138364,126.9157266,0,simulation
35.1413794,126.9142152,0,simulation
35.1388522,126.9144916,0,simulation
35.1412617,126.9139545,0,simulation
35.1403643,126.9141539,0,simulation
35.1386994,126.9158412,0,synthetic
35.1393874,126.9142864,0,simulation
35.1384719,126.9154581,0,simulation
35.1392262,126.9116381,0,synthetic
35.1376967,126.9114187,0,simulation
35.1385465,126.9116996,0,simulation
35.1381839,126.9155092,0,synthetic
35.1395148,126.9110243,0,synthetic
35.1400132,126.9170764,0,simulation
35.1408422,126.9175872,0,simulation
35.1395347,126.9111952,0,simulation
35.1389314,126.9143191,0,simulation
35.1375552,126.9122266,0,simulation
35.1403796,126.9140803,0,simulation
35.1393562,126.9110468,0,simulation
35.1383438,126.9155226,0,simulation
35.1393383,126.9113925,0,simulation
35.1392537,126.911513,0,simulation
35.1382577,126.9159064,0,simulation
35.1379377,126.9116931,0,simulation
35.1378009,126.9121689,0,simulation
35.1395962,126.9108433,0,simulation
35.1404588,126.9177899,0,synthetic
35.1408795,126.9140634,0,simulation
35.140906,126.9147896,0,simulation
35.1399509,126.9174803,0,simulation
35.1389702,126.9138004,0,simulation
35.1410178,126.9141745,0,simulation
35.1406619,126.9143976,0,simulation
35.1412742,126.9140393,0,synthetic
35.1386386,126.9143408,0,simulation
35.137838,126.9115061,0,simulation
35.1403307,126.914312,0,simulation
35.1375015,126.9117416,0,simulation
35.1415927,126.9112431,0,synthetic
35.1410212,126.9138001,0,simulation
35.1404304,126.9177466,0,simulation
35.1387715,126.9121886,0,simulation
35.1418791,126.9133605,0,simulation
35.1390801,126.9148393,0,simulation
35.14045,126.9146645,0,simulation
35.138419,126.9148963,0,simulation
35.1394553,126.911585,0,simulation
35.1385037,126.9112977,0,simulation
35.1380614,126.9155021,0,simulation
35.1407926,126.9175113,0,simulation
35.1370101,126.9122344,0,simulation
35.139763,126.9116292,0,simulation
35.1383394,126.9161126,0,simulation
35.1406226,126.9145431,0,simulation
35.1380686,126.9118068,0,simulation
35.1394478,126.9111411,0,simulation
35.1382574,126.9157105,0,simulation
35.1404444,126.9175517,0,simulation
35.1378026,126.9160458,0,simulation
35.1378589,126.9118964,0,simulation
35.13851,126.9160836,0,simulation
35.1404395,126.9175663,0,simulation
35.1406727,126.9146212,0,simulation
35.1395845,126.9114428,0,simulation
35.1393002,126.911249,0,simulation
35.1403707,126.9171115,0,simulation
35.1381002,126.91556,0,simulation
35.1381266,126.9154016,0,simulation
35.1382817,126.9158046,0,simulation
35.1394166,126.9110034,0,simulation
35.1400497,126.9176706,0,simulation
35.1381493,126.9116723,0,simulation
35.1383191,126.9119346,0,simulation
35.1411658,126.9139851,0,simulation
35.1405561,126.9175557,0,simulation
35.1411104,126.9139433,0,simulation
35.1385691,126.912077,0,simulation
35.1384611,126.9157082,0,simulation
35.140262,126.9175955,0,simulation
35.1404677,126.9174266,0,simulation
35.1392153,126.9144286,0,simulation
35.1398304,126.9113709,0,simulation
35.1383931,126.9161524,0,simulation
35.138325,126.9161348,0,simulation
35.1382625,126.9159853,0,simulation
35.1409215,126.9147696,0,simulation
35.1380421,126.9114865,0,simulation
35.1377957,126.9152181,0,simulation
35.1384445,126.9159721,0,simulation
35.141606,126.9140499,0,simulation
35.1408748,126.9138045,0,simulation
35.1383799,126.9154935,0,simulation
35.1400575,126.914587,0,simulation
35.1377823,126.9116329,0,simulation
35.1388157,126.9161429,0,simulation
35.1408612,126.9175869,0,simulation
35.1381727,126.915496,0,simulation
35.140239,126.9178104,0,simulation
35.1898785,126.9088526,1,simulation
35.1382029,126.911882,0,simulation
35.1823396,126.9229788,1,simulation
35.1380778,126.9159018,0,simulation
35.1385085,126.9160258,0,simulation
35.1382026,126.9116386,0,simulation
35.1413383,126.9133596,0,simulation
35.1404259,126.9178261,0,simulation
35.1387513,126.9119575,0,synthetic
35.1374999,126.9159401,0,simulation
35.1382646,126.9160113,0,simulation
35.1403412,126.9176108,0,simulation
35.2156396,126.9795876,1,synthetic
35.1178015,126.881981,1,synthetic
35.1383841,126.9118604,0,simulation
35.1376234,126.9154266,0,simulation
35.139669,126.9109696,0,simulation
35.1400161,126.9112285,0,simulation
35.1407669,126.9180604,0,simulation
35.1399425,126.9146261,0,synthetic
35.1380006,126.9118288,0,synthetic
35.1404066,126.9139665,0,simulation
35.1381156,126.9160757,0,simulation
35.1388159,126.9142439,0,simulation
35.1388005,126.9157304,0,simulation
35.1405893,126.9136914,0,simulation
35.1394679,126.9111343,0,simulation
35.1384653,126.9158764,0,synthetic
35.1394507,126.9109752,0,simulation
35.1417396,126.9139981,0,simulation
35.1385932,126.9155442,0,simulation
35.1384481,126.9159437,0,simulation
35.1037688,126.936049,1,simulation
35.1388338,126.9145732,0,synthetic
35.141035,126.9139693,0,simulation
35.1378921,126.9117079,0,simulation
35.1377229,126.9159887,0,simulation
35.1410565,126.9138292,0,simulation
35.1380145,126.9118431,0,simulation
35.1404951,126.9173497,0,simulation
35.1379228,126.9153696,0,simulation
35.1383901,126.9156646,0,simulation
35.138381,126.9145015,0,simulation
35.1391594,126.9143748,0,simulation
35.1403775,126.9134915,0,simulation
35.1570815,126.9015265,1,simulation
35.1377414,126.9121868,0,synthetic
35.1417847,126.9139182,0,simulation
35.1383077,126.9153032,0,simulation
35.1396051,126.9110093,0,simulation
35.1392556,126.9144549,0,simulation
35.1410734,126.9179487,0,simulation
35.1390306,126.9147133,0,simulation
35.1415732,126.9144546,0,simulation
35.140627,126.9141861,0,simulation
35.1390754,126.9138207,0,simulation
35.1387994,126.9118251,0,simulation
35.1122538,126.9208159,1,simulation
35.1395072,126.9105774,0,simulation
35.1384407,126.9144749,0,simulation
35.1378849,126.9116618,0,simulation
35.140481,126.9141933,0,simulation
35.1413122,126.9142885,0,simulation
35.1384372,126.9124629,0,simulation
35.138007,126.9157013,0,simulation
35.1385503,126.9144805,0,simulation
35.1386504,126.9145035,0,simulation
35.1401366,126.9139634,0,simulation
35.1412752,126.9137124,0,simulation
35.1416013,126.9137935,0,simulation
35.1405759,126.9145374,0,simulation
35.1387264,126.9120816,0,simulation
35.1392766,126.9114061,0,simulation
35.1391737,126.9138046,0,simulation
35.1413712,126.9133196,0,simulation
35.1416154,126.9140521,0,simulation
35.2432405,126.930495,1,synthetic
35.1391632,126.9105825,0,simulation
35.141185,126.9137694,0,synthetic
35.1402928,126.9142811,0,simulation
35.1406555,126.9174847,0,simulation
35.1382458,126.9162961,0,simulation
35.1381498,126.9113034,0,simulation
35.138776,126.9144903,0,simulation
35.1388413,126.9144399,0,simulation
35.1391371,126.9112202,0,simulation
35.1415271,126.9138264,0,simulation
35.1397738,126.9112537,0,simulation
35.1384308,126.9123157,0,simulation
35.1390476,126.9109173,0,simulation
35.1375898,126.9157231,0,simulation
35.1389656,126.9144248,0,simulation
35.1386969,126.9151646,0,simulation
35.1395968,126.9111406,0,simulation
35.1380789,126.9159485,0,simulation
35.1403716,126.9176507,0,simulation
35.1407711,126.9139784,0,simulation
35.1416867,126.9143184,0,simulation
35.1410411,126.9140224,0,simulation
35.1381839,126.9156462,0,synthetic
35.1385186,126.9158885,0,synthetic
35.1385062,126.9160873,0,simulation
35.1415476,126.9144263,0,simulation
35.1437017,126.9326766,1,simulation
35.1385854,126.9145065,0,simulation
35.1419433,126.9138968,0,simulation
35.1383314,126.9160413,0,simulation
35.1400458,126.9174916,0,simulation
35.1384129,126.9144158,0,simulation
35.137901,126.9119279,0,simulation
35.1260153,126.9114448,1,simulation
35.1407666,126.9179902,0,simulation
35.1381543,126.9156355,0,simulation
35.1174686,126.9333128,1,simulation
35.1378638,126.9160186,0,simulation
35.1306571,126.8986411,1,simulation
35.1389726,126.9137339,0,simulation
35.1406246,126.9174169,0,simulation
35.1378021,126.9117766,0,simulation
35.1391347,126.914563,0,simulation
35.1414593,126.9136896,0,simulation
35.1397076,126.9107273,0,simulation
35.1404644,126.9177848,0,simulation
35.1383346,126.9160736,0,synthetic
35.1384643,126.9158695,0,simulation
35.1383716,126.9119145,0,simulation
35.1404412,126.9177201,0,simulation
35.1386453,126.9116793,0,simulation
35.1385169,126.9159569,0,synthetic
35.137758,126.9155796,0,synthetic
35.1409314,126.9176086,0,simulation
35.1352488,126.9988814,1,synthetic
35.1381215,126.9154683,0,simulation
35.1388318,126.9147295,0,simulation
35.1384061,126.9150495,0,simulation
35.1381571,126.9113882,0,simulation
35.1410138,126.9173478,0,simulation
35.137689,126.9161959,0,simulation
35.1392693,126.9114677,0,simulation
35.1415996,126.9138779,0,simulation
35.1379571,126.9160648,0,simulation
35.1406926,126.9178764,0,simulation
35.138735,126.9160251,0,simulation
35.1405765,126.9178753,0,simulation
35.1387439,126.9141738,0,simulation
35.1411285,126.9137246,0,simulation
35.1405562,126.9175987,0,simulation
35.1410538,126.9138274,0,simulation
35.1386585,126.9161191,0,simulation
35.1403776,126.9175403,0,simulation
35.1389587,126.9145149,0,simulation
35.1375071,126.9117661,0,simulation
35.1382403,126.9125907,0,simulation
35.1388498,126.9144965,0,simulation
35.1389146,126.9107562,0,synthetic
35.1405076,126.9090311,0,synthetic
35.1389674,126.9103546,0,simulation
35.1404428,126.91391,0,simulation
35.1406545,126.9173646,0,simulation
35.140801,126.9116239,0,synthetic
35.1383713,126.9160588,0,synthetic
35.1383529,126.9145656,0,simulation
35.14163,126.9135865,0,synthetic
35.139113,126.9144477,0,simulation
35.1381776,126.9157594,0,synthetic
35.1380924,126.9117472,0,simulation
35.1388022,126.9155102,0,simulation
35.1387682,126.9159882,0,simulation
35.1373512,126.9122049,0,simulation
35.1387994,126.9116822,0,simulation
35.1395757,126.9110457,0,simulation
35.1360462,126.9130309,0,synthetic
35.1394184,126.9107429,0,simulation
35.1403061,126.9173474,0,simulation
35.1398753,126.9176261,0,simulation
35.1409055,126.9142316,0,simulation
35.1379039,126.9152544,0,simulation
35.1402841,126.9177756,0,simulation
35.1378825,126.9119502,0,simulation
35.1418944,126.9142705,0,simulation
35.141507,126.913595,0,simulation
35.1383044,126.9160177,0,simulation
35.1382381,126.9155181,0,simulation
35.139303,126.9104719,0,simulation
35.1405658,126.9142049,0,simulation
35.1380768,126.91543,0,simulation
35.1372629,126.9119464,0,simulation
35.1404101,126.9173154,0,simulation
35.1384073,126.9122439,0,simulation
35.1386702,126.9150944,0,simulation
35.1406669,126.916821,0,simulation
35.138824,126.9143829,0,simulation
35.1404204,126.9144886,0,simulation
35.1413239,126.9138688,0,simulation
35.1387409,126.9146713,0,simulation
35.1381531,126.9115019,0,simulation
35.1381139,126.9115048,0,simulation
35.140978,126.9142976,0,simulation
35.1399285,126.9176993,0,simulation
35.1389135,126.9142586,0,simulation
35.1382015,126.9163229,0,simulation
35.1382242,126.9157887,0,simulation
35.1387199,126.9113194,0,simulation
35.1378939,126.9113491,0,simulation
35.1383097,126.9117378,0,simulation
35.1411861,126.9142003,0,simulation
35.1380615,126.9158162,0,synthetic
35.1385319,126.9155145,0,simulation
35.1415638,126.9142109,0,simulation
35.1388873,126.9145269,0,simulation
35.1394476,126.9112537,0,simulation
35.1378467,126.9117729,0,simulation
35.1385769,126.915689,0,simulation
35.1378659,126.9156276,0,simulation
35.1401745,126.9142673,0,simulation
35.1414248,126.9141483,0,simulation
35.1401148,126.9179749,0,simulation
35.1392964,126.9109672,0,simulation
35.1403865,126.9142835,0,simulation
35.1384503,126.912174,0,simulation
35.1385093,126.9143325,0,simulation
35.1386122,126.9119578,0,simulation
35.1404366,126.9144228,0,simulation
35.1385362,126.9145893,0,simulation
35.1417579,126.9140477,0,simulation
35.1395696,126.9109686,0,simulation
35.1399488,126.9172429,0,simulation
35.1377208,126.9157132,0,simulation
35.1378144,126.9119843,0,simulation
35.1404669,126.9142757,0,simulation
35.1383713,126.911861,0,synthetic
35.1418963,126.9143567,0,simulation
35.1389582,126.9116065,0,simulation
35.1402404,126.9173427,0,simulation
35.1404757,126.9136436,0,simulation
35.1375899,126.9118236,0,simulation
35.1383935,126.9157213,0,simulation
35.1383793,126.9121144,0,simulation
35.1386371,126.916205,0,simulation
35.1376359,126.9161838,0,simulation
35.1385659,126.9144123,0,simulation
35.141229,126.913482,0,simulation
35.1380881,126.9153607,0,synthetic
35.1386273,126.915868,0,synthetic
35.137799,126.9123144,0,simulation
35.1415503,126.9140904,0,simulation
35.1385304,126.9147433,0,simulation
35.1385995,126.9117897,0,simulation
35.1403018,126.9147539,0,simulation
35.1380377,126.915586,0,simulation
35.1416509,126.9140183,0,simulation
35.1412228,126.9140708,0,simulation
35.1398205,126.9139259,0,synthetic
35.1379334,126.9116427,0,simulation
35.1371918,126.9113555,0,simulation
35.1029149,126.8098901,1,synthetic
35.1414124,126.9139459,0,simulation
35.1404493,126.9140555,0,simulation
35.1413524,126.9137646,0,simulation
35.1385024,126.9122784,0,synthetic
35.1397896,126.9111137,0,simulation
35.1383938,126.9159693,0,simulation
35.1407605,126.9179632,0,synthetic
35.1410218,126.9172419,0,simulation
35.1383287,126.915328,0,simulation
35.1402282,126.9143962,0,simulation
35.141051,126.9142428,0,simulation
35.1415894,126.913914,0,simulation
35.1382572,126.9118414,0,simulation
35.1419882,126.9139827,0,simulation
35.1406776,126.9180422,0,simulation
35.1379098,126.9119121,0,simulation
35.1388546,126.9145887,0,simulation
35.1407143,126.9176902,0,simulation
35.1403793,126.9139085,0,simulation
35.1386723,126.9120585,0,simulation
35.1382414,126.9121462,0,simulation
35.141297,126.91387,0,simulation
35.1380106,126.9116574,0,simulation
35.1390413,126.9109723,0,simulation
35.1384747,126.9162828,0,simulation
35.1376778,126.9119765,0,simulation
35.1384937,126.9157384,0,simulation
35.1380084,126.9158242,0,simulation
35.12942,126.9011123,1,simulation
35.1392995,126.9116258,0,simulation
35.1404772,126.9144585,0,simulation
35.1396068,126.9110821,0,simulation
35.1389457,126.9137316,0,simulation
35.1402218,126.9174401,0,simulation
35.1385235,126.9147304,0,simulation
35.1402378,126.9137718,0,simulation
35.1391303,126.9120834,0,simulation
35.1404916,126.9177589,0,simulation
35.1382652,126.9157581,0,simulation
35.1385643,126.9155093,0,simulation
35.1417644,126.9137277,0,simulation
35.1398215,126.9114988,0,simulation
35.1385923,126.9116169,0,simulation
35.1415369,126.9141595,0,simulation
35.1559388,126.8710293,1,simulation
35.1383268,126.9143292,0,simulation
35.1390519,126.911192,0,simulation
35.137373,126.9119485,0,simulation
35.1382922,126.9159194,0,simulation
35.1385124,126.916139,0,simulation
35.1402026,126.9177253,0,simulation
35.139425,126.9110332,0,simulation
35.1377666,126.9117458,0,simulation
0.0,0.0,1,synthetic
35.138973,126.9145606,0,simulation
35.138354,126.9162408,0,synthetic
35.1390772,126.9108837,0,simulation
35.1219727,126.9086887,1,simulation
35.1409539,126.9141812,0,simulation
35.1595965,126.9437757,1,simulation
35.1392476,126.9107435,0,simulation
35.1383241,126.9156877,0,simulation
35.1387124,126.9158461,0,simulation
35.1383524,126.9160507,0,simulation
35.1440944,126.916748,0,synthetic
35.1413932,126.9141765,0,simulation
35.1412356,126.9143285,0,simulation
